Ticker,Rating Date,Fiscal Year,RTG_SP_LT_LC_ISSUER_CREDIT,COUNTRY,GICS_INDUSTRY_NAME,BS_TOT_ASSET,SALES_REV_TURN,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_COM_EQY,GROSS_MARGIN,ADJ_SG&A_TO_SALES,EBITDA_MARGIN,EBIT_MARGIN,OPER_INC_TO_NET_SALES,PROF_MARGIN,NORMALIZED_PROFIT_MARGIN,FREE_CASH_FLOW_MARGIN,ASSET_TURNOVER,NET_FIX_ASSET_TURN,ACCT_RCV_TURN,INVENT_TURN,CUR_RATIO,QUICK_RATIO,CASH_RATIO,ACCT_RCV_DAYS,INVENT_DAYS,ACCOUNTS_PAYABLE_TURNOVER_DAYS,CASH_CONVERSION_CYCLE,TOT_DEBT_TO_TOT_EQY,TOT_DEBT_TO_TOT_CAP,LT_DEBT_TO_COM_EQY,LT_DEBT_TO_TOT_CAP,NON_CUR_LIAB_TO_TOT_ASSET,EBIT_TO_INT_EXP,EBITDA_TO_TOT_INT_EXP,EBITDA_LES_CAP_EXPEND_TO_INT_EXPP,TOT_DEBT_TO_EBITDA,NET_DEBT_TO_EBITDA
PDL LN Equity,31/12/2011,-6FY,NA,SA,Metals & Mining,971.60,220.60,50.90,-330.70,351.90,7.27,11.58,11.51,23.07,NA,32.50,22.35,22.35,24.12,22.04,-24.61,0.30,0.51,18.77,5.45,6.24,1.77,1.46,19.44,67.00,22.02,64.42,12.89,11.42,10.70,9.05,21.23,6.40,9.31,-4.35,1.26,-0.09
EXALMC1 PE Equity,31/12/2011,-6FY,NA,PE,Food Products,458.15,192.28,19.95,-110.36,64.29,6.36,8.92,11.40,32.89,NA,31.35,22.59,22.59,12.83,12.83,-8.58,0.50,1.33,17.11,4.14,0.81,0.14,0.03,21.33,88.14,49.45,60.02,59.40,37.27,35.83,22.48,22.77,8.60,11.93,4.72,2.21,2.15
PGAS IJ Equity,31/12/2011,-6FY,BB+,ID,Gas Utilities,3573.61,2176.28,1050.96,-150.90,-407.63,20.54,26.12,48.74,63.45,NA,54.29,45.71,45.71,31.57,31.57,42.53,0.65,1.16,11.16,512.91,3.43,3.21,2.74,32.70,0.71,37.20,-3.78,84.68,45.85,77.46,38.52,40.36,25.89,28.87,25.81,1.19,0.16
PERY US Equity,31/12/2011,-6FY,B+,US,"Textiles, Apparel & Luxury Goo",686.03,790.29,21.00,-94.49,73.74,3.87,7.01,8.47,35.74,NA,7.83,6.31,6.31,3.05,3.37,1.87,1.27,13.68,5.87,3.53,3.20,1.31,0.16,62.06,103.24,44.38,120.92,75.58,43.04,75.38,42.93,39.37,3.77,4.69,4.21,3.70,3.40
PRGO US Equity,31/12/2011,-6FY,NA,IR,Pharmaceuticals,3189.22,2755.03,373.96,-110.57,-63.06,10.77,15.37,25.88,34.30,11.26,21.53,17.79,17.79,12.31,12.50,9.96,0.87,5.76,6.58,3.78,2.27,1.30,0.51,55.34,96.38,59.66,92.06,58.31,36.83,57.23,36.10,32.99,10.76,13.02,10.84,1.51,0.98
PMT CN Equity,31/12/2011,-6FY,B,CA,"Oil, Gas & Consumable Fuels",1016.69,232.43,56.58,-123.60,67.02,-9.81,-14.14,-71.30,6.92,NA,26.09,-23.84,-23.84,-43.12,-36.86,-42.26,0.23,0.24,6.67,NA,0.53,0.27,0.02,54.70,NA,107.38,NA,457.38,82.06,361.27,64.81,78.64,-1.48,1.62,-2.52,5.83,5.77
RI FP Equity,31/12/2011,-6FY,BBB-,FR,Beverages,25722.00,7643.00,1134.00,-60.00,-1001.00,3.96,7.50,11.34,60.32,NA,26.31,24.23,24.23,13.67,14.15,11.92,0.29,4.22,7.06,0.77,2.06,0.68,0.26,51.72,474.33,236.31,289.75,103.10,50.76,100.85,48.66,51.60,3.80,4.12,3.66,4.87,4.47
IL0A ID Equity,31/12/2011,-6FY,NA,IR,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PKI US Equity,31/12/2011,-6FY,BBB,US,Life Sciences Tools & Services,3855.64,1918.51,224.87,-909.86,407.24,0.22,0.32,0.41,44.19,27.34,10.74,4.75,4.75,0.40,4.48,10.13,0.54,11.41,5.00,4.78,1.47,0.92,0.24,72.73,76.09,55.06,93.75,51.29,33.90,51.29,33.90,36.69,3.68,8.32,7.08,4.58,3.89
PEP US Equity,31/12/2011,-6FY,A,US,Beverages,72882.00,66504.00,8944.00,-5618.00,-5202.00,9.14,15.07,30.89,52.49,36.24,18.60,14.48,14.48,9.69,10.62,8.43,0.94,3.43,11.52,8.78,0.96,0.58,0.24,32.22,42.27,43.17,31.31,128.11,56.16,100.10,43.14,46.42,11.25,14.28,10.43,2.16,1.81
PBCT US Equity,31/12/2011,-6FY,BBB+,US,Banks,27558.30,1349.50,174.40,-281.00,-67.00,0.73,3.04,3.69,NA,NA,NA,NA,21.15,15.76,18.90,10.74,0.05,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.49,16.31,9.95,8.33,NA,NA,NA,NA,NA,NA
PLC SL Equity,31/12/2011,-6FY,NA,SL,Consumer Finance,63851.56,9905.29,-22883.05,-572.21,23907.92,5.38,14.64,35.79,NA,NA,79.32,NA,38.58,26.30,43.39,-394.61,0.20,7.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.93,65.27,173.95,59.70,NA,NA,2.01,NA,2.03,1.91
PNR US Equity,31/12/2011,-6FY,NA,GB,Machinery,4586.31,3456.69,320.23,-808.09,491.88,-0.17,-0.24,-0.37,31.06,NA,6.03,2.90,2.90,-0.22,5.65,7.14,0.81,9.64,6.37,5.57,1.93,0.96,0.08,57.34,65.50,41.89,80.95,63.94,39.00,67.46,38.86,41.36,1.66,3.46,2.24,6.28,6.04
PAG US Equity,31/12/2011,-6FY,B+,US,Specialty Retail,4499.40,11127.49,133.27,-361.21,236.90,4.13,6.67,16.18,15.83,NA,3.08,2.66,2.66,1.59,1.57,0.01,2.60,14.30,27.41,6.29,1.03,0.21,0.01,13.32,58.04,9.01,62.35,216.20,68.37,73.95,23.30,26.63,4.14,4.75,2.92,7.25,7.17
PFSI US Equity,31/12/2011,-6FY,NA,US,Thrifts & Mortgage Finance,289.28,76.66,-74.72,-12.39,97.65,7.04,8.99,0.11,NA,NA,21.95,NA,19.17,19.17,1.06,-102.44,0.37,43.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.72,43.73,0.00,0.00,NA,NA,8.97,NA,5.72,4.75
PNNT US Equity,31/12/2011,-6FY,NA,US,Capital Markets,928.74,91.74,-137.81,0.00,207.60,1.25,1.34,2.42,NA,NA,17.24,NA,11.44,11.19,60.92,-159.48,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.06,47.93,92.06,47.93,NA,NA,2.97,NA,26.93,22.40
PENN US Equity,31/12/2011,-6FY,BB,US,"Hotels, Restaurants & Leisure",4606.35,2742.26,567.37,-338.80,-236.51,5.34,7.64,10.47,40.90,NA,26.28,18.22,18.22,8.84,6.94,10.00,0.60,1.29,54.89,NA,0.98,0.69,0.56,6.65,NA,6.41,NA,103.63,50.89,101.37,49.78,47.94,5.02,6.85,4.07,2.84,2.50
PPL CN Equity,31/12/2011,-6FY,BBB+,CA,"Oil, Gas & Consumable Fuels",3339.20,1676.05,285.54,-477.34,65.72,5.35,8.54,16.47,20.52,NA,21.53,17.34,17.34,9.88,9.27,-11.44,0.54,0.68,13.21,56.29,0.34,0.29,0.00,27.63,6.48,36.53,-2.41,169.09,62.84,135.34,50.29,55.70,5.12,6.36,-2.05,4.51,4.51
PEO PW Equity,31/12/2011,-6FY,A-     *-,PD,Banks,146590.11,10801.82,2560.08,-12233.29,8698.27,2.07,8.98,13.99,NA,NA,NA,NA,31.93,36.02,35.31,NA,0.08,6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.49,38.84,18.31,11.15,NA,NA,NA,NA,NA,NA
PSON LN Equity,31/12/2011,-6FY,BBB+,GB,Media,11244.00,4817.00,912.00,-435.00,-850.00,8.73,12.69,16.67,56.99,NA,27.86,22.52,22.52,19.87,12.27,17.54,0.44,12.86,4.64,4.96,1.83,1.16,0.66,78.65,73.63,84.84,67.45,34.40,25.60,33.05,24.51,28.39,16.69,20.65,19.62,1.53,0.50
BTU US Equity,31/12/2011,-6FY,BB+,US,"Oil, Gas & Consumable Fuels",16733.00,7895.90,1633.20,-3807.80,1678.50,6.82,11.44,18.78,24.62,NA,27.13,21.12,21.12,12.13,12.92,9.42,0.56,0.85,10.68,15.43,1.65,0.94,0.44,34.17,23.66,36.12,21.71,120.70,54.69,119.53,53.86,56.14,6.99,8.98,5.25,3.11,2.74
PDCE US Equity,31/12/2011,-6FY,B,US,"Oil, Gas & Consumable Fuels",1698.01,367.11,166.83,-456.40,243.43,0.87,3.51,2.06,46.07,NA,39.81,2.99,2.99,3.66,0.65,-85.41,0.24,0.32,6.45,NA,0.89,0.35,0.04,56.62,NA,113.65,NA,80.13,44.48,80.13,44.48,49.40,0.30,3.79,-8.68,3.64,3.59
PBFX US Equity,31/12/2011,-6FY,NA,US,"Oil, Gas & Consumable Fuels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PYPL US Equity,31/12/2011,-6FY,NA,US,IT Services,11140.00,4499.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.36,12.36,10.22,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTEN US Equity,31/12/2011,-6FY,NA,US,Energy Equipment & Services,4221.90,2565.94,868.60,-963.58,91.32,8.43,11.86,13.71,22.79,NA,37.53,20.48,20.48,12.57,12.84,-5.57,0.67,0.89,6.00,81.66,1.83,1.29,0.06,60.83,4.47,36.96,28.35,19.97,16.64,19.57,16.31,30.47,33.58,61.52,-3.11,0.52,0.50
PEGI US Equity,31/12/2011,-6FY,NA,US,Independent Power and Renewabl,1390.43,135.86,46.93,-340.98,332.79,NA,NA,NA,47.91,NA,69.81,40.80,40.80,6.57,-1.68,-254.15,NA,NA,NA,NA,0.82,0.54,0.43,NA,NA,NA,NA,194.21,66.01,217.22,59.87,59.95,1.88,3.23,-10.11,9.15,8.64
3368 HK Equity,31/12/2011,-6FY,BB+,CH,Multiline Retail,12062.68,4364.29,1600.67,-1342.72,-891.20,9.11,16.40,22.96,NA,NA,39.89,34.48,34.48,25.73,25.89,27.75,0.35,1.39,260.29,NA,1.58,1.32,1.31,1.40,NA,NA,NA,46.20,31.60,46.84,31.60,23.54,5.42,6.27,4.87,1.42,-1.51
PKI CN Equity,31/12/2011,-6FY,NA,CA,"Oil, Gas & Consumable Fuels",923.45,3980.48,89.35,-42.59,-37.38,4.98,8.55,18.85,10.26,NA,3.74,2.02,2.02,1.10,0.57,1.10,4.51,16.26,12.94,48.94,1.97,1.55,0.11,28.20,7.46,NA,NA,128.08,56.16,127.11,55.73,44.27,5.18,9.58,6.64,2.46,2.29
PH US Equity,31/12/2011,-6FY,A,US,Machinery,10886.81,12345.87,1166.93,-244.94,-840.06,10.09,16.78,21.52,23.96,NA,14.83,12.07,12.07,8.50,8.56,7.77,1.19,7.06,6.91,7.27,1.80,1.10,0.27,52.85,50.23,39.10,63.99,32.18,24.35,31.41,23.31,27.62,14.95,18.36,16.28,0.96,0.61
PKD US Equity,31/12/2011,-6FY,B+,US,Energy Equipment & Services,1216.25,686.65,225.89,-184.61,5.17,-4.05,-3.44,-8.91,22.77,NA,10.12,-6.21,-6.21,-7.35,9.03,5.17,0.55,0.89,3.89,19.12,1.29,0.99,0.34,93.77,19.09,63.01,49.85,88.73,47.01,61.88,32.82,31.77,-1.89,1.66,-2.89,6.95,5.54
POU CN Equity,31/12/2011,-6FY,B,CA,"Oil, Gas & Consumable Fuels",1391.32,163.17,59.18,-325.70,249.00,-7.22,-8.49,-12.37,58.26,NA,-9.82,-108.27,-108.27,-55.16,-31.09,-141.44,0.13,0.21,5.75,NA,0.70,0.68,0.47,63.49,NA,351.25,NA,47.07,32.00,43.13,29.32,39.56,-13.03,-1.18,-22.57,NA,NA
686 HK Equity,31/12/2011,-6FY,NA,HK,Independent Power and Renewabl,2664.01,249.08,-11.57,-51.93,177.71,-1.10,-0.48,-1.69,43.87,NA,1.74,-1.76,-1.76,-6.06,-6.20,-33.48,0.18,0.94,95.12,2.28,0.95,0.36,0.34,3.84,159.89,87.53,76.19,35.83,26.38,30.93,22.77,21.52,-0.39,0.39,-6.08,144.23,117.25
6752 JP Equity,31/12/2011,-6FY,A,JN,Household Durables,7822870.00,8692672.00,469195.00,-202945.00,-401336.00,0.91,2.04,2.77,26.50,NA,7.74,3.51,3.51,0.85,1.59,0.56,1.07,4.53,7.75,7.06,1.23,0.74,0.37,47.12,51.70,59.36,39.45,54.14,35.13,45.42,25.59,25.94,11.09,24.43,9.14,2.37,0.82
PAMP AR Equity,31/12/2011,-6FY,NA,AR,Electric Utilities,10422.91,4866.93,660.22,-514.58,327.20,-0.47,-3.21,-1.41,18.06,NA,13.00,5.80,5.80,-0.96,0.64,1.89,0.49,0.76,7.09,163.97,1.33,1.07,0.64,51.49,2.23,52.80,0.91,54.70,35.36,60.79,26.48,35.65,1.37,3.08,0.31,4.21,2.36
PWON IJ Equity,31/12/2011,-6FY,NR,ID,Real Estate Management & Devel,4928510.46,1228007.78,512898.90,-490113.75,54899.26,6.48,12.58,17.93,45.56,NA,44.30,38.24,38.24,22.18,22.18,1.43,0.29,0.40,15.40,246.97,0.89,0.71,0.52,23.70,1.48,27.40,-2.23,90.83,47.60,77.53,37.83,46.32,3.97,4.60,0.41,3.38,2.79
PKG US Equity,31/12/2011,-6FY,BBB,US,Containers & Packaging,2412.50,2620.11,345.51,-350.17,-35.59,6.82,10.27,16.31,20.68,NA,16.60,10.41,10.41,6.03,6.41,2.49,1.13,1.86,8.55,8.38,2.16,1.27,0.42,42.71,43.54,26.96,59.29,89.38,47.20,87.69,46.30,45.89,9.32,11.96,4.25,1.91,1.55
PCAR US Equity,31/12/2011,-6FY,A+,US,Machinery,17172.70,16355.20,1592.60,-2419.00,892.30,6.64,10.33,19.44,17.32,NA,13.17,9.05,9.05,6.37,6.38,-0.33,1.04,8.97,NA,21.73,0.72,0.44,0.44,NA,16.79,24.06,NA,124.07,55.37,51.18,22.84,28.58,8.03,11.06,2.60,3.09,-1.28
OI US Equity,31/12/2011,-6FY,BB+,US,Containers & Packaging,8975.00,7358.00,503.00,-426.00,-317.00,-5.34,-4.48,-37.00,18.88,NA,16.09,10.36,10.36,-6.80,5.49,2.96,0.79,2.46,6.59,5.95,1.22,0.69,0.18,55.38,61.36,57.47,59.27,387.42,79.48,408.45,71.48,63.39,2.20,2.84,2.16,3.41,3.07
OC US Equity,31/12/2011,-6FY,BBB-,US,Building Products,7527.00,5335.00,289.00,-445.00,156.00,3.76,NA,7.51,19.27,NA,14.60,8.64,8.64,5.17,4.98,-2.87,0.73,1.89,9.23,6.09,1.80,0.73,0.06,39.54,59.96,39.17,60.33,52.45,34.40,52.15,33.84,38.24,NA,NA,NA,2.52,2.45
OMI US Equity,31/12/2011,-6FY,BBB-,US,Health Care Providers & Servic,1946.82,8627.91,68.14,-33.89,-57.53,6.11,NA,12.98,9.94,NA,2.75,2.36,2.36,1.34,1.43,0.50,4.58,82.33,17.64,10.18,2.08,0.88,0.19,20.70,35.85,25.73,30.82,23.14,18.79,23.17,18.79,15.16,NA,NA,NA,0.89,0.32
OUT US Equity,31/12/2011,-6FY,NA,US,Equity Real Estate Investment,3603.00,1277.10,342.10,-52.70,-270.80,NA,NA,NA,NA,NA,31.66,15.07,15.07,8.39,8.64,23.22,NA,NA,NA,NA,1.75,1.13,0.19,NA,NA,NA,NA,0.00,0.00,0.00,0.00,11.54,NA,NA,NA,0.00,-0.09
OTTR US Equity,31/12/2011,-6FY,BBB-,US,Electric Utilities,1700.52,840.17,104.38,5.42,-93.81,-0.76,1.68,-2.38,36.43,NA,15.50,8.56,8.56,-1.58,4.07,4.41,0.48,0.82,7.78,4.85,2.47,0.64,0.08,46.92,75.28,70.20,52.00,80.43,44.58,82.58,44.56,NA,2.02,3.66,1.76,3.62,3.50
OTP HB Equity,31/12/2011,-6FY,BB+,HU,Banks,10200527.00,1392049.00,467258.00,-691916.00,284790.00,0.83,2.57,6.12,NA,NA,NA,NA,8.84,9.16,21.71,NA,0.14,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.24,55.60,79.94,35.35,NA,NA,NA,NA,NA,NA
OSK US Equity,31/12/2011,-6FY,BB,US,Machinery,4826.90,7567.50,387.70,-68.30,-229.90,5.73,12.60,18.71,14.25,NA,8.62,6.71,6.71,3.61,3.86,4.04,1.59,19.10,7.65,7.94,1.45,0.90,0.25,47.72,45.99,42.21,51.50,66.40,39.90,63.89,38.39,31.87,5.60,7.19,6.29,1.62,0.97
9532 JP Equity,31/12/2011,-6FY,AA-,JN,Gas Utilities,1437297.00,1187142.00,126399.00,-82408.00,-41759.00,3.15,4.34,6.90,NA,NA,15.68,7.46,7.46,3.87,3.91,5.02,0.81,1.46,9.29,NA,1.59,1.11,0.53,39.29,NA,NA,NA,77.32,43.60,69.35,37.76,NA,9.78,20.55,13.17,2.86,2.21
ORSTED DC Equity,31/12/2011,-6FY,A-,DE,Electric Utilities,154073.00,58437.00,12684.00,-19398.00,4881.00,2.79,5.64,8.33,46.31,NA,25.29,13.56,13.56,6.96,7.90,-8.84,0.40,0.67,6.75,8.83,1.29,0.52,0.32,54.08,41.33,86.49,8.91,69.67,41.06,69.73,35.44,37.86,4.13,7.69,-1.60,2.72,1.89
8954 JP Equity,31/12/2011,-6FY,A-,JN,Equity Real Estate Investment,341514.00,21947.00,17328.00,-46269.00,28193.00,2.04,2.17,4.45,NA,NA,64.08,43.21,43.21,30.07,30.07,-123.06,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.38,52.01,95.27,45.72,NA,3.44,5.10,-10.99,11.90,11.01
8591 JP Equity,31/12/2011,-6FY,A-,JN,Diversified Financial Services,8581582.00,433583.00,212380.00,251598.00,-370938.00,0.82,1.14,5.14,NA,NA,84.43,NA,17.10,15.52,22.47,-112.73,0.05,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.39,79.40,343.45,67.90,NA,NA,2.96,NA,14.47,12.47
OEC US Equity,31/12/2011,-6FY,NA,LX,Chemicals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORG AU Equity,31/12/2011,-6FY,BBB+,AU,"Oil, Gas & Consumable Fuels",26900.00,10344.00,1132.00,-4797.00,3570.00,0.76,2.09,1.65,NA,NA,9.96,4.75,4.75,1.80,6.66,-4.79,0.42,0.96,23.86,NA,0.75,0.32,0.15,15.30,NA,NA,NA,35.42,26.16,34.28,22.91,30.76,3.13,3.32,-1.93,4.65,3.93
ORIENT UH Equity,31/12/2011,-6FY,A,UA,NA,2383.00,520.32,174.43,-96.79,-62.46,9.09,NA,21.70,NA,NA,NA,NA,38.61,39.06,0.00,10.18,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA
ORI AU Equity,31/12/2011,-6FY,BBB+,AU,Chemicals,7628.20,6182.30,758.20,-766.00,5.80,8.79,14.41,19.70,NA,NA,18.84,15.22,15.22,10.39,9.95,1.54,0.85,2.50,7.77,NA,1.36,0.82,0.24,46.95,NA,91.84,NA,45.28,31.17,51.42,29.81,30.09,6.57,6.45,2.78,1.51,1.21
OA US Equity,31/12/2011,-6FY,BB,US,Aerospace & Defense,4443.85,4842.26,421.07,-299.45,186.76,7.53,15.12,32.03,20.68,NA,13.15,10.86,10.86,6.47,6.01,6.01,1.16,8.42,5.24,16.07,1.94,1.55,0.66,69.66,22.72,26.85,65.53,138.04,57.99,111.49,46.46,49.83,6.00,7.27,5.78,2.53,1.42
ORBC US Equity,31/12/2011,-6FY,NA,US,Diversified Telecommunication,197.17,46.31,6.31,11.76,-0.03,-0.01,-0.04,-0.01,51.54,NA,12.91,2.13,2.13,-0.04,2.84,-7.45,0.25,0.61,7.42,15.03,4.99,4.65,4.24,49.19,24.29,34.81,38.68,2.99,2.91,2.87,2.76,3.79,6.01,36.46,-23.03,0.85,-12.70
ORA FP Equity,31/12/2011,-6FY,A-,FR,Diversified Telecommunication,96083.00,45277.00,12879.00,-6308.00,-2938.00,4.09,7.25,13.75,NA,NA,32.52,17.64,17.64,8.60,9.60,13.62,0.48,1.87,8.62,NA,0.76,0.51,0.33,42.33,NA,NA,NA,140.75,58.46,124.01,47.99,40.88,4.22,7.79,4.24,2.83,2.22
ORCL US Equity,31/12/2011,-6FY,A,US,Software,73535.00,35622.00,11214.00,-6081.00,1116.00,12.65,17.94,24.22,76.42,NA,41.63,33.78,33.78,23.99,25.22,30.22,0.53,12.68,5.83,29.89,2.76,2.50,2.03,62.57,12.21,31.91,42.87,39.56,28.35,37.14,26.30,25.97,14.89,18.35,17.80,1.07,-0.87
OPY US Equity,31/12/2011,-6FY,B+,US,Capital Markets,3527.44,958.99,81.54,-5.19,-58.87,0.34,0.57,2.04,NA,NA,7.63,NA,1.86,1.08,1.12,8.29,0.32,48.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.15,80.99,38.38,7.22,NA,NA,1.92,NA,29.90,17.36
OTEX CN Equity,31/12/2011,-6FY,BB+,CA,Software,1932.36,1033.30,223.22,-287.27,22.00,6.75,NA,12.78,73.58,NA,27.07,14.58,14.58,11.92,13.01,18.05,0.57,15.64,7.21,NA,1.24,1.06,0.68,50.64,NA,164.37,NA,28.63,22.26,27.13,21.09,24.71,NA,NA,NA,1.06,0.05
OPAP GA Equity,31/12/2011,-6FY,NA,GR,"Hotels, Restaurants & Leisure",1059.35,1653.92,476.61,-23.40,-495.31,48.75,85.46,87.58,62.64,NA,55.10,52.70,52.70,34.81,34.96,28.00,1.40,19.16,42.44,775.35,2.55,2.48,2.33,8.60,0.47,70.93,-61.86,0.21,0.21,0.16,0.16,7.22,1066.83,1115.36,1098.82,0.00,-0.73
ORDS QD Equity,31/12/2011,-6FY,A,QA,Diversified Telecommunication,102334.28,31744.93,7910.15,-8181.89,-4010.42,2.56,9.51,13.00,NA,NA,45.88,23.79,23.79,8.21,8.94,4.21,0.31,0.97,8.81,NA,1.01,0.87,0.78,41.43,NA,NA,NA,116.58,53.83,152.32,37.59,35.02,3.16,6.09,3.34,3.15,1.69
ONTEX BB Equity,31/12/2011,-6FY,NA,BE,Personal Products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OKE US Equity,31/12/2011,-6FY,BBB,US,"Oil, Gas & Consumable Fuels",13696.64,14805.79,1356.17,-1371.63,59.24,2.75,10.78,15.39,7.83,NA,9.94,7.83,7.83,2.44,2.35,0.14,1.13,1.88,11.29,21.71,0.71,0.43,0.02,32.34,16.81,34.56,14.60,150.96,60.15,202.34,47.50,48.56,3.90,4.58,0.42,3.90,3.85
OMF US Equity,31/12/2011,-6FY,NA,US,Consumer Finance,15494.89,2023.71,180.61,1540.67,-2429.26,NA,NA,NA,NA,NA,58.73,NA,-15.97,-11.08,-29.66,23.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.01,90.56,959.01,90.56,NA,NA,0.94,NA,11.00,10.42
OGS US Equity,31/12/2011,-6FY,NA,US,Gas Utilities,3285.49,1621.33,192.79,-240.80,50.49,NA,NA,NA,46.37,NA,20.47,12.31,12.31,5.35,5.35,-2.97,NA,NA,NA,NA,0.86,0.52,0.01,NA,NA,NA,NA,99.25,49.81,78.90,39.60,NA,3.69,6.13,1.68,3.46,3.45
ON US Equity,31/12/2011,-6FY,BB,US,Semiconductors & Semiconductor,3883.50,3442.30,545.50,-423.70,-92.20,0.34,1.69,0.82,29.31,NA,9.96,3.29,3.29,0.34,2.39,6.67,1.01,3.49,9.16,4.88,1.67,1.07,0.71,39.86,74.86,47.72,66.99,80.82,44.70,57.00,30.99,28.70,1.65,4.98,0.39,3.52,0.89
ASGN US Equity,31/12/2011,-6FY,NR,US,Professional Services,410.67,597.28,23.42,-41.12,17.03,6.46,8.40,10.42,33.50,NA,8.92,7.43,7.43,4.07,4.18,2.51,1.59,35.26,7.64,NA,2.32,1.98,0.31,47.80,NA,4.37,NA,35.16,26.01,33.13,24.51,26.18,14.92,17.90,15.07,1.63,1.30
6645 JP Equity,31/12/2011,-6FY,A,JN,"Electronic Equipment, Instrume",562790.00,617825.00,41956.00,-20210.00,1263.00,4.89,7.75,8.65,37.50,NA,11.50,7.78,7.78,4.33,4.51,3.29,1.13,5.09,4.77,4.71,1.81,1.16,0.41,76.51,77.42,67.85,86.09,14.86,12.94,0.27,0.24,12.03,99.87,147.65,102.65,0.66,-0.40
OMN US Equity,31/12/2011,-6FY,B,US,Chemicals,865.10,1201.10,15.70,-42.10,54.10,-0.35,3.34,-2.28,15.41,NA,8.49,5.70,5.70,-0.23,1.84,-0.70,1.51,7.05,9.17,16.15,2.41,1.67,0.63,39.81,22.60,32.94,29.46,374.36,78.92,365.08,76.96,67.84,1.80,2.68,2.05,4.47,3.50
OMC US Equity,31/12/2011,-6FY,BBB+,US,Media,20505.40,13872.50,1315.30,-574.60,-1248.20,4.75,15.82,26.59,NA,NA,14.02,12.05,12.05,6.87,7.33,8.14,0.69,20.76,2.20,NA,0.89,0.72,0.15,165.88,NA,NA,NA,77.69,43.72,91.74,43.26,22.69,10.57,12.30,11.13,1.67,0.74
OHI US Equity,31/12/2011,-6FY,BB+,US,Equity Real Estate Investment,2557.31,292.20,169.77,-257.64,81.30,2.16,2.28,5.35,NA,NA,81.50,47.16,47.16,18.00,26.31,21.72,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.60,63.85,34.56,12.49,NA,1.64,2.84,1.57,6.51,6.51
OTEL OM Equity,31/12/2011,-6FY,NA,OM,Diversified Telecommunication,709.58,452.61,191.26,-105.25,-87.21,15.99,21.02,23.43,88.91,NA,46.25,27.15,27.15,24.66,24.54,23.49,0.65,1.15,18.92,7.31,1.36,0.81,0.78,19.29,49.94,104.62,-35.38,9.56,8.72,5.90,5.23,6.45,33.55,57.15,33.96,0.23,-0.35
OIC UH Equity,31/12/2011,-6FY,BBB+,UA,Insurance,4586.62,1385.26,306.87,-120.01,-203.12,2.30,NA,7.40,NA,NA,NA,NA,23.81,7.81,7.81,21.68,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.38,20.87,25.68,20.32,NA,NA,NA,NA,NA,NA
OMAM US Equity,31/12/2011,-6FY,NA,GB,Capital Markets,NA,724.20,100.80,-170.90,106.30,NA,NA,NA,NA,NA,-8.75,NA,-10.89,1.42,5.94,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
