Order,PID,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice
2215,909276160,70,1,78.0,12168,1,0,2,2,1,2,2,21,1,1,1,2,8,6,1934,1998,2,1,1,3,2,0.0,1,1,2,2,2,3,1,428,1,0,537,965,1,2,1,1,1940,1254,0,3194,0,0,2,1,4,1,1,10,1,2,1,3,1934.0,2,2.0,380.0,1,1,2,0,0,0,0,0,0,0,0,0,0,9,2007,1,5,359100
2218,909281020,190,1,79.0,6221,1,0,1,1,1,2,1,21,1,1,5,3,5,5,1941,1950,2,1,2,2,2,0.0,1,1,1,1,3,2,6,533,1,0,195,728,1,3,1,1,760,595,0,1355,0,0,2,0,3,1,1,5,1,0,0,4,1966.0,2,2.0,528.0,1,1,2,0,0,0,0,144,0,0,1,0,0,10,2007,1,1,140000
2219,909281130,70,1,70.0,10570,1,0,2,3,1,2,2,21,1,1,1,2,8,8,1932,1994,1,1,1,4,2,0.0,2,1,1,2,1,2,2,297,1,0,556,853,1,2,1,1,1549,1178,0,2727,0,0,2,1,3,1,2,10,5,2,2,4,1932.0,2,2.0,440.0,1,1,2,0,74,0,0,0,0,0,0,0,0,12,2007,1,1,315000
2220,909282020,70,1,61.0,7259,1,0,1,1,1,2,2,21,1,1,1,2,6,8,1945,2002,4,1,3,3,2,0.0,1,1,1,1,2,2,3,774,2,150,104,1028,1,3,1,1,1436,884,0,2320,1,0,2,1,3,1,2,9,1,1,2,4,1945.0,2,1.0,180.0,1,1,2,224,0,0,0,0,0,0,1,0,0,7,2007,1,1,259500
2221,909425140,20,1,110.0,14442,1,0,2,1,1,2,1,21,1,1,1,1,6,7,1957,2004,1,1,4,5,3,106.0,1,1,2,1,2,2,4,1186,1,0,291,1477,1,3,1,1,1839,0,0,1839,1,0,2,0,3,1,2,7,1,2,2,1,1957.0,1,2.0,416.0,1,1,2,0,87,0,0,200,0,0,0,0,0,6,2007,1,1,257500
2224,909428180,20,1,0.0,25485,1,0,1,1,1,3,1,21,1,1,1,1,6,4,1960,1960,2,1,3,8,3,423.0,1,2,1,1,1,3,6,540,5,1020,0,1560,1,2,1,1,1560,0,0,1560,0,0,1,1,3,1,1,6,1,3,2,1,1960.0,3,2.0,580.0,1,1,2,0,75,584,0,0,0,0,0,0,0,5,2007,1,1,201000
2227,909452102,20,1,0.0,17871,1,0,3,1,1,2,1,21,1,1,1,1,4,5,1995,1996,2,1,2,2,2,0.0,1,1,2,2,2,2,5,0,1,0,1680,1680,1,4,1,1,1680,0,0,1680,0,0,2,0,4,1,2,7,1,0,0,1,1996.0,2,2.0,628.0,1,1,2,152,0,0,0,0,0,0,0,0,0,6,2007,1,1,170000
2229,909475050,20,1,0.0,20693,1,0,1,3,1,1,1,21,1,1,1,1,7,5,1971,1971,2,1,6,1,3,652.0,1,1,1,2,2,2,2,434,1,0,1262,1696,1,3,1,1,1696,0,0,1696,0,0,2,0,3,1,1,7,1,2,2,1,1971.0,1,2.0,625.0,1,1,2,0,146,0,0,0,0,0,2,0,0,2,2007,1,1,198000
2233,910200110,50,3,50.0,7000,1,0,2,1,1,1,1,16,1,1,1,3,6,7,1940,1950,2,1,3,3,2,0.0,1,1,4,1,2,2,3,375,1,0,345,720,1,4,1,2,720,495,0,1215,0,0,1,0,3,1,2,6,1,0,0,4,1965.0,1,2.0,720.0,1,1,2,0,0,30,0,0,0,0,1,0,0,5,2007,1,1,141000
2236,910201110,50,3,50.0,6060,1,0,2,1,1,2,1,16,1,1,1,3,4,5,1939,1950,2,1,8,11,2,0.0,1,1,2,1,2,2,5,0,1,0,732,732,1,4,1,1,772,351,0,1123,0,0,1,0,3,1,1,4,1,0,0,4,1979.0,2,1.0,264.0,1,1,1,0,0,140,0,0,0,0,1,0,0,6,2007,1,1,100000
2237,910201180,70,3,50.0,9060,1,0,2,1,1,2,1,16,1,1,1,2,5,6,1923,1999,2,1,3,1,2,0.0,1,1,4,2,2,2,3,548,1,0,311,859,1,3,1,1,942,886,0,1828,0,0,2,0,3,1,2,6,1,0,0,4,0.0,0,0.0,0.0,0,0,2,174,0,212,0,0,0,0,1,0,0,3,2007,1,5,150909
2238,910202030,30,3,46.0,3672,1,0,2,1,1,2,1,16,7,1,1,1,5,7,1922,1950,2,1,10,12,2,0.0,1,1,4,1,2,2,5,0,1,0,816,816,1,3,1,1,816,0,0,816,0,0,1,0,2,1,1,5,1,0,0,4,1922.0,2,1.0,100.0,2,2,3,0,0,96,0,0,0,0,0,0,0,9,2007,1,1,75200
2240,910204090,30,3,60.0,8967,1,0,2,1,1,1,1,16,1,1,1,1,5,2,1920,1950,2,1,7,8,2,0.0,1,2,4,4,4,2,5,0,1,0,961,961,1,4,1,5,1077,0,0,1077,0,0,1,0,2,1,1,6,6,0,0,4,1920.0,2,1.0,338.0,4,4,3,0,0,0,0,0,0,0,0,0,0,11,2007,1,4,67000
2241,910205130,50,3,75.0,13710,1,0,2,1,1,2,1,16,1,1,1,3,5,5,1950,1950,2,1,3,3,2,0.0,1,1,1,1,2,2,1,420,1,0,490,910,1,2,1,2,910,648,0,1558,0,0,1,1,4,1,1,6,1,0,0,1,1950.0,2,1.0,282.0,1,1,2,289,0,0,0,0,0,0,1,0,0,6,2007,1,1,152000
2242,910206010,50,3,64.0,11067,1,0,2,1,1,1,1,16,1,1,1,3,2,4,1939,1950,2,1,7,8,2,0.0,1,1,4,0,0,0,0,0,0,0,0,0,1,3,1,1,640,0,205,845,0,0,1,0,1,1,1,4,6,0,0,4,1950.0,2,1.0,256.0,1,2,3,48,0,0,0,0,0,0,0,0,0,3,2007,1,1,68104
2243,911103060,190,5,75.0,8250,1,0,2,1,1,2,1,16,2,1,5,2,5,6,1895,2006,2,1,2,2,2,0.0,1,3,1,1,2,2,5,0,1,0,957,957,1,1,2,1,1034,957,0,1991,0,0,2,0,4,2,1,9,1,0,0,0,0.0,0,0.0,0.0,0,0,3,0,0,133,0,0,0,0,0,0,0,6,2007,1,1,119600
2245,911128020,30,5,60.0,6060,1,0,2,1,1,2,1,16,1,1,1,1,5,9,1930,2007,1,1,7,8,2,0.0,2,1,4,1,2,2,3,737,1,0,100,837,1,3,1,1,1001,0,0,1001,0,0,1,0,2,1,2,5,1,0,0,4,1930.0,2,1.0,216.0,1,4,3,154,0,42,86,0,0,0,0,0,0,11,2007,1,1,124900
2246,911370450,120,3,59.0,5568,1,0,1,2,1,2,2,21,1,1,2,1,8,5,2006,2007,1,1,4,5,1,473.0,2,1,2,2,2,1,4,1573,1,0,0,1573,1,4,1,1,1625,0,0,1625,1,1,2,0,2,1,2,5,1,1,1,1,2006.0,1,2.0,495.0,1,1,2,123,0,0,0,153,0,0,0,0,0,10,2007,2,2,375000
2249,914452120,85,1,0.0,7540,1,0,1,1,1,3,1,23,1,1,1,4,6,6,1978,1978,2,1,2,2,2,0.0,1,1,1,2,2,4,4,773,1,0,115,888,1,3,1,1,912,0,0,912,1,0,1,0,2,1,1,5,1,1,2,1,1978.0,3,2.0,470.0,1,1,2,0,0,0,0,192,0,0,1,0,0,6,2007,1,1,156000
2251,914460020,20,1,80.0,10000,1,0,2,1,1,2,1,23,1,1,1,1,5,5,2002,2002,2,1,2,2,3,166.0,2,1,2,2,2,2,4,585,1,0,856,1441,1,3,1,1,1392,0,0,1392,0,0,2,0,3,1,2,6,1,1,1,1,2002.0,1,3.0,650.0,1,1,2,168,49,0,0,0,0,0,0,0,0,12,2007,1,1,215000
2255,914478100,85,1,82.0,8410,1,0,1,1,1,1,1,23,1,1,1,4,6,6,1974,1974,2,1,6,1,2,0.0,1,1,1,2,2,4,3,924,1,0,46,970,1,2,1,1,1026,0,0,1026,1,0,1,0,2,1,1,5,1,1,3,1,1974.0,2,2.0,528.0,1,1,2,193,0,0,0,0,0,0,0,0,0,4,2007,1,1,143000
2256,916226090,120,1,46.0,4054,1,0,1,1,1,2,1,24,1,1,2,1,7,6,1987,1987,2,1,2,2,3,352.0,2,1,4,2,2,4,4,949,1,0,552,1501,1,3,1,1,1501,0,0,1501,1,0,2,0,2,1,2,5,1,2,2,1,1987.0,1,2.0,512.0,1,1,2,240,0,0,0,0,0,0,0,0,0,10,2007,1,1,244000
2257,916253320,120,3,0.0,9763,1,0,1,1,1,2,1,27,1,1,2,1,7,5,1998,1998,2,1,3,3,3,239.0,2,1,2,2,2,2,4,1102,6,72,328,1502,1,3,1,1,1502,0,0,1502,1,0,1,1,1,1,2,5,1,1,2,1,1998.0,1,1.0,286.0,1,1,2,0,0,0,0,0,0,0,0,0,0,9,2007,1,1,330000
2258,916326040,20,1,115.0,16905,1,0,2,1,1,2,1,24,1,1,1,1,5,6,1959,1959,2,1,2,2,2,0.0,1,3,1,1,2,1,1,967,1,0,383,1350,1,4,1,1,1328,0,0,1328,0,1,1,1,2,1,1,5,1,2,1,1,1959.0,3,1.0,308.0,1,1,1,0,104,0,0,0,0,0,0,0,0,7,2007,1,1,170000
2259,916326090,20,1,149.0,19958,1,0,2,1,1,2,1,24,1,1,1,1,6,8,1958,1995,1,1,5,6,3,1224.0,1,3,1,1,2,2,5,0,1,0,585,585,1,4,1,1,2279,0,0,2279,0,0,2,1,4,1,2,7,1,1,1,1,1958.0,3,2.0,461.0,1,1,2,274,0,0,0,138,0,0,3,0,0,7,2007,1,1,257000
2260,916384050,20,1,67.0,8368,1,0,1,2,1,2,1,24,1,1,1,1,7,5,2006,2007,2,1,2,2,2,0.0,2,1,2,2,2,2,5,0,1,0,1689,1689,1,3,1,1,1689,0,0,1689,0,0,2,0,3,1,2,7,1,0,0,1,2007.0,1,2.0,433.0,1,1,2,100,39,0,0,0,0,0,0,0,0,4,2007,2,2,231713
2261,916384070,20,1,68.0,8298,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2006,2007,1,1,2,2,0,0.0,2,1,2,2,2,4,4,583,1,0,963,1546,1,3,1,1,1564,0,0,1564,0,0,2,0,2,1,3,6,1,1,1,1,2207.0,3,2.0,502.0,1,1,2,132,0,0,0,0,0,0,0,0,0,9,2007,2,2,267300
2262,916384080,20,1,64.0,9037,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2006,2006,1,1,2,2,3,32.0,2,1,2,2,2,4,4,428,1,0,1048,1476,1,3,1,1,1484,0,0,1484,0,0,2,0,2,1,3,6,1,1,1,1,2006.0,3,2.0,472.0,1,1,2,120,33,0,0,0,0,0,0,0,0,12,2007,1,1,265900
2263,916384150,20,1,89.0,10991,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2007,2007,2,1,2,2,3,80.0,2,1,2,2,2,1,5,0,1,0,1571,1571,1,3,1,1,1571,0,0,1571,0,0,2,0,3,1,2,7,1,1,1,1,2007.0,1,3.0,722.0,1,1,2,100,36,0,0,0,0,0,0,0,0,12,2007,2,2,239000
2264,916386170,20,1,67.0,10656,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2006,2007,2,1,2,2,1,274.0,2,1,2,2,2,4,5,0,1,0,1638,1638,1,3,1,1,1646,0,0,1646,0,0,2,0,3,1,2,6,1,1,1,1,2007.0,3,3.0,870.0,1,1,2,192,80,0,0,0,0,0,0,0,0,11,2007,2,2,248900
2265,916403040,20,1,42.0,10331,1,0,2,1,1,3,1,24,1,1,1,1,7,7,1985,1985,2,1,6,1,2,0.0,1,1,1,2,2,2,3,215,3,80,970,1265,1,4,1,1,1240,0,0,1240,0,1,2,0,3,1,2,6,1,0,0,1,1985.0,2,2.0,528.0,1,1,2,232,0,0,0,0,0,0,0,0,0,7,2007,1,1,174000
2266,916403290,50,1,44.0,13758,1,0,1,1,1,3,1,24,1,1,1,3,7,5,1990,1991,2,1,5,6,3,117.0,2,3,1,2,2,3,6,902,1,0,254,1156,1,3,1,1,1187,530,0,1717,0,0,2,1,3,1,2,7,1,1,2,1,1990.0,3,2.0,400.0,1,1,2,168,36,0,0,0,0,0,0,0,0,4,2007,1,1,187500
2267,916455010,60,1,0.0,9303,1,0,1,1,1,1,1,24,1,1,1,2,6,5,1996,1997,1,1,2,2,3,42.0,2,1,2,3,2,2,3,742,1,0,130,872,1,3,1,1,888,868,0,1756,1,0,2,1,3,1,1,7,1,0,0,1,1996.0,1,2.0,422.0,1,1,2,144,122,0,0,0,0,0,0,0,0,7,2007,1,1,204000
2268,916455050,20,1,0.0,6718,1,0,1,1,1,2,1,24,1,1,1,1,8,5,2001,2001,2,1,2,2,3,86.0,2,1,2,3,2,3,4,250,1,0,1017,1267,1,3,1,1,1312,0,0,1312,0,0,2,0,2,1,2,5,1,0,0,1,2001.0,2,2.0,471.0,1,1,2,256,28,0,0,0,0,0,0,0,0,1,2007,1,1,180500
2270,916455150,20,1,80.0,11305,1,0,2,1,1,2,1,24,1,1,1,1,8,5,2002,2002,1,1,2,2,3,886.0,2,1,2,2,2,4,4,1329,1,0,593,1922,1,3,1,1,1922,0,0,1922,1,0,2,0,2,1,2,6,1,1,4,1,2002.0,1,3.0,692.0,1,1,2,201,64,0,0,0,0,0,0,0,0,4,2007,1,1,282000
2271,916460020,20,1,0.0,7777,1,0,1,1,1,2,1,24,1,1,1,1,6,5,1996,1996,2,1,2,2,3,203.0,2,1,2,3,2,2,5,0,1,0,1491,1491,1,3,1,1,1491,0,0,1491,0,0,2,0,3,1,1,7,1,1,2,1,1996.0,1,2.0,571.0,1,1,2,0,35,0,0,0,0,0,0,0,0,11,2007,1,1,178000
2272,916475020,20,1,85.0,14536,1,0,2,1,1,2,1,24,1,1,1,1,8,5,2002,2003,1,1,2,2,3,236.0,2,1,2,2,2,4,4,1300,1,0,316,1616,1,3,1,1,1629,0,0,1629,1,0,2,0,3,1,2,9,1,1,1,1,2002.0,1,3.0,808.0,1,1,2,0,252,0,0,0,0,0,0,0,0,11,2007,1,1,270000
2274,917425190,20,1,50.0,35133,2,0,2,1,1,2,2,24,1,1,1,1,5,4,1963,1963,1,1,7,8,3,226.0,1,1,1,1,2,1,2,1159,1,0,413,1572,1,4,1,1,1572,0,0,1572,1,0,1,1,3,1,1,5,1,2,2,6,1963.0,3,3.0,995.0,1,1,2,0,263,0,0,263,0,0,0,0,0,5,2007,1,1,186700
2276,921128030,20,1,85.0,12633,1,0,1,2,1,2,1,24,6,5,1,1,10,5,2006,2007,1,1,7,8,3,242.0,3,1,2,3,2,1,5,0,1,0,1824,1824,1,3,1,1,1824,0,0,1824,0,0,2,0,3,1,3,8,1,1,1,1,2006.0,1,3.0,932.0,1,1,2,160,36,0,0,108,0,0,0,0,0,9,2007,2,2,392000
2279,923202220,20,1,200.0,43500,1,0,2,1,1,2,1,23,7,1,1,1,3,5,1953,1953,2,1,7,8,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,2034,0,0,2034,0,0,1,0,2,1,1,9,4,0,0,6,1953.0,3,4.0,1041.0,1,1,3,483,266,0,0,0,561,2,3,0,0,6,2007,1,1,130000
2280,923203010,120,3,62.0,6710,1,0,1,1,1,5,1,23,1,1,2,4,6,5,1996,1997,2,1,2,2,3,134.0,1,1,2,3,2,4,2,16,4,904,0,920,1,3,1,1,936,0,0,936,2,0,0,1,0,1,1,3,1,0,0,1,1996.0,1,2.0,460.0,1,1,2,0,40,0,0,0,0,0,0,0,0,6,2007,1,1,140000
2281,923204050,20,1,94.0,25286,1,0,2,2,1,2,2,23,1,1,1,1,4,5,1963,1963,2,1,5,1,2,0.0,1,1,2,1,2,1,3,633,1,0,431,1064,1,4,1,1,1040,0,0,1040,1,0,1,0,3,1,1,5,1,0,0,1,1963.0,2,2.0,648.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2007,1,1,132250
2282,923204140,90,1,100.0,25000,1,0,2,4,1,2,1,23,1,1,4,1,5,4,1967,1967,2,1,5,1,2,0.0,1,1,1,1,2,4,5,0,1,0,1632,1632,1,2,1,1,1632,0,0,1632,0,0,2,0,4,2,1,8,1,0,0,1,1967.0,2,2.0,576.0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,2007,1,1,143000
2284,923225040,120,3,44.0,4224,1,0,2,1,1,2,1,25,1,1,2,1,5,7,1976,1976,2,1,4,5,2,0.0,1,1,2,2,2,2,4,840,1,0,200,1040,1,2,1,1,1060,0,0,1060,1,0,1,0,3,1,1,6,1,1,2,1,1976.0,2,2.0,572.0,1,1,2,100,110,0,0,0,0,0,0,0,0,6,2007,1,1,129900
2286,923226300,160,3,21.0,1504,1,0,2,1,1,2,1,25,1,1,3,2,4,4,1972,1972,2,1,4,5,2,0.0,1,1,1,1,2,2,1,252,1,0,294,546,1,2,1,1,546,546,0,1092,0,0,1,1,3,1,1,5,1,0,0,1,1972.0,2,1.0,253.0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,2007,1,1,85500
2287,923228200,180,3,0.0,1533,1,0,2,1,1,2,1,25,1,1,3,5,4,5,1970,1970,2,1,4,5,2,0.0,1,1,1,2,2,4,4,503,1,0,27,530,1,2,1,1,530,462,0,992,1,0,1,0,2,1,1,4,1,0,0,2,1970.0,1,1.0,297.0,1,1,2,112,97,0,0,0,0,0,0,0,0,7,2007,1,1,106500
2289,923228250,160,3,21.0,2001,1,0,2,1,1,2,1,25,1,1,3,2,4,5,1970,1970,2,1,4,5,3,80.0,1,1,1,1,2,2,5,0,1,0,546,546,1,1,1,1,546,546,0,1092,0,0,1,1,3,1,1,6,1,0,0,1,1970.0,2,1.0,286.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2007,1,1,75000
2290,923228290,180,3,21.0,1936,1,0,2,1,1,2,1,25,1,1,3,4,4,6,1970,1970,2,1,4,5,2,0.0,1,1,1,2,2,4,1,131,4,499,0,630,1,4,1,1,630,0,0,630,1,0,1,0,1,1,1,3,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0,12,2007,1,1,84500
2292,923229010,80,1,0.0,11333,1,0,1,1,1,1,1,23,1,1,1,5,6,5,1976,1976,2,1,5,6,2,0.0,1,1,2,2,2,4,3,539,1,0,490,1029,1,2,1,1,1062,0,0,1062,1,0,1,0,3,1,1,5,1,2,2,1,1976.0,3,2.0,539.0,1,1,2,120,0,0,0,0,0,0,0,0,0,5,2007,1,1,146800
2293,923229040,85,1,72.0,9129,1,0,2,1,1,2,1,23,1,1,1,4,5,5,1977,1977,2,1,6,1,3,144.0,1,1,2,2,2,4,4,923,1,0,0,923,1,2,1,1,1008,0,0,1008,1,0,1,0,1,1,2,4,1,1,5,1,1977.0,1,2.0,678.0,1,1,2,201,66,0,0,0,0,0,1,0,0,7,2007,1,1,153500
2296,923230010,60,1,68.0,8286,1,0,1,1,1,1,1,23,1,1,1,2,5,7,1977,1977,2,1,6,1,2,0.0,1,1,2,2,2,2,2,531,1,0,185,716,1,3,1,1,716,716,0,1432,1,0,1,1,3,1,1,6,1,1,1,1,1977.0,1,2.0,531.0,1,1,2,0,136,0,0,240,0,0,3,0,0,6,2007,1,1,157000
2297,923230120,85,1,50.0,6723,1,0,2,1,1,2,1,23,1,1,1,4,5,7,1971,1971,2,1,3,6,2,0.0,1,1,1,2,2,4,4,796,1,0,0,796,1,2,1,1,796,0,0,796,0,1,1,0,2,1,1,5,1,0,0,0,0.0,0,0.0,0.0,0,0,2,129,0,0,0,0,0,0,2,0,0,9,2007,1,1,138000
2298,923230180,85,1,54.0,7244,1,0,2,1,1,2,1,23,1,1,1,4,5,7,1970,1970,2,1,2,2,2,0.0,1,3,1,2,2,4,3,619,1,0,149,768,1,3,1,1,768,0,0,768,1,0,1,0,2,1,1,5,1,0,0,4,1987.0,2,2.0,624.0,1,1,2,104,0,0,0,0,0,0,0,0,0,4,2007,1,1,129500
2299,923251160,20,1,124.0,27697,1,0,2,1,1,2,1,23,1,1,1,1,4,3,1961,1961,6,1,6,1,5,198.0,1,1,1,1,2,2,1,811,1,0,585,1396,1,2,2,1,1608,0,0,1608,0,0,1,0,3,1,1,6,1,0,0,1,1961.0,2,1.0,444.0,1,2,2,152,38,0,0,0,0,0,0,0,0,11,2007,3,4,80000
2300,923252080,20,1,69.0,7599,1,0,2,1,1,1,1,23,1,1,1,1,4,6,1982,2006,2,1,5,1,2,0.0,1,1,1,1,2,2,3,565,1,0,280,845,1,2,1,1,845,0,0,845,1,0,1,0,2,1,1,4,1,0,0,4,1987.0,2,2.0,360.0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2007,1,1,129500
2302,923275200,20,1,76.0,8314,1,0,2,1,1,1,1,23,1,1,1,1,5,7,1982,1982,2,1,5,10,2,0.0,1,1,1,1,2,1,3,546,1,0,270,816,1,2,1,1,816,0,0,816,0,0,1,0,2,1,1,5,1,0,0,1,1982.0,2,1.0,264.0,1,1,2,168,0,0,0,0,0,0,0,0,0,6,2007,1,1,124500
2303,923276180,20,1,65.0,11625,1,0,1,1,1,2,1,23,1,1,1,1,5,7,1983,1983,2,1,5,6,2,0.0,1,1,1,2,2,2,3,596,1,0,220,816,1,2,1,1,816,0,0,816,1,0,1,0,2,1,1,4,1,0,0,1,1983.0,1,1.0,264.0,1,1,2,330,0,0,0,0,0,0,1,0,0,5,2007,1,1,139000
2305,923425030,20,1,62.0,10447,1,0,2,1,1,2,1,23,1,1,1,1,5,6,1984,1984,2,1,6,6,2,0.0,1,1,1,1,2,2,3,516,1,0,348,864,1,2,1,1,887,0,0,887,0,1,1,0,3,1,1,5,1,0,0,1,1984.0,3,1.0,288.0,1,1,2,140,0,0,0,0,0,0,0,0,0,12,2007,1,1,124500
2306,526302030,20,1,0.0,11027,1,0,1,1,1,2,1,1,1,1,1,1,6,5,1954,1954,1,1,3,3,1,28.0,1,1,1,1,2,2,1,468,5,539,171,1178,1,4,1,1,1293,0,0,1293,1,0,2,0,2,1,1,5,1,0,0,1,1954.0,3,2.0,452.0,1,1,2,280,0,0,0,0,0,0,0,0,0,5,2006,1,1,149900
2307,526302040,20,1,85.0,10533,1,0,1,1,1,2,1,1,1,1,1,1,6,6,1956,1956,1,1,2,2,3,244.0,1,3,1,1,2,2,2,773,1,0,235,1008,1,2,1,1,1024,0,0,1024,1,0,1,0,2,1,2,5,1,2,2,1,1956.0,2,1.0,313.0,1,1,2,0,0,0,0,280,0,0,0,0,0,8,2006,1,1,157500
2309,526303060,20,1,0.0,39384,1,0,1,4,1,3,3,1,1,1,1,1,6,6,1957,1957,2,1,3,3,1,902.0,1,1,1,2,2,1,3,1110,1,0,595,1705,1,3,1,1,1390,0,0,1390,1,0,1,1,1,1,3,4,4,2,1,1,1957.0,2,2.0,550.0,1,1,2,0,189,0,0,0,0,0,0,0,0,10,2006,1,4,252000
2310,526354020,20,1,90.0,11727,1,0,2,1,1,1,1,1,1,1,1,1,7,6,1969,1969,2,1,5,6,3,434.0,1,3,1,1,2,3,5,0,1,0,1851,1851,1,4,1,1,1851,0,0,1851,0,0,2,0,3,1,1,8,1,1,2,1,1969.0,1,2.0,506.0,1,1,2,0,146,0,0,0,0,0,0,0,0,3,2006,1,1,192100
2312,527106010,60,1,0.0,13006,1,0,1,1,1,1,1,2,1,1,1,2,7,5,1997,1997,2,1,5,6,3,285.0,1,1,2,2,2,2,5,0,1,0,964,964,1,4,1,1,993,1243,0,2236,0,0,2,1,4,1,2,8,1,1,2,2,1997.0,1,2.0,642.0,1,1,2,0,0,0,0,0,0,0,0,0,0,11,2006,1,1,222000
2316,527107240,60,1,70.0,11207,1,0,1,2,1,4,1,2,1,1,1,2,6,5,1997,1997,2,1,2,2,2,0.0,1,1,2,2,2,4,4,714,1,0,88,802,1,4,1,1,802,709,0,1511,1,0,2,1,3,1,1,8,1,1,2,1,1997.0,1,2.0,413.0,1,1,2,95,75,0,0,0,0,0,0,0,0,6,2006,1,1,185000
2318,527108020,20,1,50.0,14859,1,0,1,2,1,3,1,2,1,1,1,1,7,5,2006,2006,1,1,2,2,3,27.0,2,1,2,2,2,2,5,0,1,0,1670,1670,1,3,1,1,1670,0,0,1670,0,0,2,0,3,1,2,7,1,1,1,1,2006.0,3,3.0,690.0,1,1,2,144,60,0,0,0,0,0,0,0,0,8,2006,2,2,240000
2319,527108030,60,1,50.0,13128,1,0,1,2,1,3,1,2,1,1,1,2,8,5,2005,2005,2,1,2,2,3,216.0,2,1,2,2,2,2,5,0,1,0,1074,1074,1,3,1,1,1074,990,0,2064,0,0,2,1,4,1,2,7,1,1,1,1,2005.0,1,2.0,527.0,1,1,2,0,119,0,0,0,0,0,0,0,0,1,2006,1,1,250000
2320,527108040,60,1,72.0,10463,1,0,1,2,1,3,1,2,1,1,1,2,8,5,2005,2005,2,1,2,2,2,0.0,2,1,2,2,2,2,5,0,1,0,893,893,1,3,1,1,901,900,0,1801,0,0,2,1,3,1,2,8,1,1,1,1,2005.0,1,3.0,800.0,1,1,2,0,116,0,0,0,0,0,0,0,0,6,2006,1,1,239900
2322,527108090,60,1,168.0,23257,1,0,4,2,1,3,1,2,1,1,1,2,7,5,2006,2006,2,1,2,2,2,0.0,2,1,2,3,1,2,5,0,1,0,868,868,1,3,1,1,887,1134,0,2021,0,0,2,1,3,1,2,9,1,1,1,2,2006.0,3,2.0,422.0,1,1,2,0,100,0,0,0,0,0,0,0,0,9,2006,2,2,274725
2324,527158020,20,1,0.0,8076,1,0,1,1,1,2,1,2,1,1,1,1,6,6,1993,1994,2,1,5,6,3,112.0,1,1,2,2,2,2,4,705,1,0,455,1160,1,4,1,1,1169,0,0,1169,0,1,2,0,3,1,1,6,1,1,2,1,1993.0,1,2.0,402.0,1,1,2,0,26,0,0,144,0,0,1,0,0,7,2006,1,1,183500
2325,527163020,60,1,0.0,7685,1,0,1,1,1,2,1,2,1,1,1,2,6,5,1993,1994,2,1,5,6,3,112.0,1,1,2,2,2,2,3,518,1,0,179,697,1,4,1,1,697,804,0,1501,0,0,2,1,3,1,2,6,1,1,2,1,1993.0,1,2.0,420.0,1,1,2,190,63,0,0,0,0,0,0,0,0,5,2006,1,1,165600
2326,527166030,60,1,63.0,9084,1,0,1,1,1,2,1,2,1,1,1,2,7,5,1998,1998,1,1,2,2,2,0.0,1,1,2,2,2,2,5,0,1,0,935,935,1,4,1,1,955,677,0,1632,0,0,2,1,3,1,1,8,1,1,2,1,1998.0,1,2.0,462.0,1,1,2,0,28,0,0,0,0,0,0,0,0,6,2006,1,1,176500
