"","x"
"3950","WalkingUpstairs"
"3951","WalkingUpstairs"
"3952","WalkingUpstairs"
"3953","WalkingUpstairs"
"3954","WalkingDownstairs"
"3955","WalkingDownstairs"
"3956","WalkingDownstairs"
"3957","WalkingDownstairs"
"3958","WalkingDownstairs"
"3959","WalkingDownstairs"
"3960","WalkingUpstairs"
"3961","WalkingUpstairs"
"3962","WalkingUpstairs"
"3963","WalkingUpstairs"
"3964","WalkingUpstairs"
"3965","WalkingUpstairs"
"3966","Standing"
"3967","Standing"
"3968","Standing"
"3969","Standing"
"3970","Standing"
"3971","Standing"
"3972","Standing"
"3973","Standing"
"3974","Standing"
"3975","Standing"
"3976","Standing"
"3977","Standing"
"3978","Standing"
"3979","Standing"
"3980","Standing"
"3981","Standing"
"3982","Standing"
"3983","Standing"
"3984","Standing"
"3985","Standing"
"3986","Standing"
"3987","Standing"
"3988","Standing"
"3989","Standing"
"3990","Standing"
"3991","Standing"
"3992","Standing"
"3993","Standing"
"3994","Standing"
"3995","Standing"
"3996","Standing"
"3997","Standing"
"3998","Standing"
"3999","Standing"
"4000","Standing"
"4001","Standing"
"4002","Standing"
"4003","Standing"
"4004","Standing"
"4005","Standing"
"4006","Standing"
"4007","Standing"
"4008","Standing"
"4009","Standing"
"4010","Standing"
"4011","Sitting"
"4012","Sitting"
"4013","Sitting"
"4014","Sitting"
"4015","Sitting"
"4016","Sitting"
"4017","Sitting"
"4018","Sitting"
"4019","Sitting"
"4020","Sitting"
"4021","Sitting"
"4022","Sitting"
"4023","Sitting"
"4024","Sitting"
"4025","Sitting"
"4026","Sitting"
"4027","Sitting"
"4028","Sitting"
"4029","Sitting"
"4030","Sitting"
"4031","Sitting"
"4032","Sitting"
"4033","Sitting"
"4034","Sitting"
"4035","Sitting"
"4036","Sitting"
"4037","Sitting"
"4038","Sitting"
"4039","Sitting"
"4040","Sitting"
"4041","Sitting"
"4042","Sitting"
"4043","Sitting"
"4044","Sitting"
"4045","Sitting"
"4046","Sitting"
"4047","Sitting"
"4048","Sitting"
"4049","Sitting"
"4050","Sitting"
"4051","Sitting"
"4052","Sitting"
"4053","Sitting"
"4054","Sitting"
"4055","Sitting"
"4056","Sitting"
"4057","Sitting"
"4058","Laying"
"4059","Laying"
"4060","Laying"
"4061","Laying"
"4062","Laying"
"4063","Laying"
"4064","Laying"
"4065","Laying"
"4066","Laying"
"4067","Laying"
"4068","Laying"
"4069","Laying"
"4070","Laying"
"4071","Laying"
"4072","Laying"
"4073","Laying"
"4074","Laying"
"4075","Laying"
"4076","Laying"
"4077","Laying"
"4078","Laying"
"4079","Laying"
"4080","Laying"
"4081","Laying"
"4082","Laying"
"4083","Laying"
"4084","Laying"
"4085","Laying"
"4086","Laying"
"4087","Laying"
"4088","Laying"
"4089","Laying"
"4090","Laying"
"4091","Laying"
"4092","Laying"
"4093","Laying"
"4094","Laying"
"4095","Laying"
"4096","Laying"
"4097","Laying"
"4098","Laying"
"4099","Laying"
"4100","Laying"
"4101","Laying"
"4102","Walking"
"4103","Walking"
"4104","Walking"
"4105","Walking"
"4106","Walking"
"4107","Walking"
"4108","Walking"
"4109","Walking"
"4110","Walking"
"4111","Walking"
"4112","Walking"
"4113","Walking"
"4114","Walking"
"4115","Walking"
"4116","Walking"
"4117","Walking"
"4118","Walking"
"4119","Walking"
"4120","Walking"
"4121","Walking"
"4122","Walking"
"4123","Walking"
"4124","Walking"
"4125","Walking"
"4126","Walking"
"4127","Walking"
"4128","Walking"
"4129","WalkingDownstairs"
"4130","WalkingDownstairs"
"4131","WalkingDownstairs"
"4132","WalkingDownstairs"
"4133","WalkingDownstairs"
"4134","WalkingDownstairs"
"4135","WalkingDownstairs"
"4136","WalkingDownstairs"
"4137","WalkingDownstairs"
"4138","WalkingDownstairs"
"4139","WalkingDownstairs"
"4140","WalkingDownstairs"
"4141","WalkingDownstairs"
"4142","WalkingDownstairs"
"4143","WalkingDownstairs"
"4144","WalkingUpstairs"
"4145","WalkingUpstairs"
"4146","WalkingUpstairs"
"4147","WalkingUpstairs"
"4148","WalkingUpstairs"
"4149","WalkingUpstairs"
"4150","WalkingUpstairs"
"4151","WalkingUpstairs"
"4152","WalkingUpstairs"
"4153","WalkingUpstairs"
"4154","WalkingUpstairs"
"4155","WalkingUpstairs"
"4156","WalkingUpstairs"
"4157","WalkingUpstairs"
"4158","WalkingUpstairs"
"4159","WalkingUpstairs"
"4160","WalkingUpstairs"
"4161","WalkingDownstairs"
"4162","WalkingDownstairs"
"4163","WalkingDownstairs"
"4164","WalkingDownstairs"
"4165","WalkingDownstairs"
"4166","WalkingDownstairs"
"4167","WalkingDownstairs"
"4168","WalkingDownstairs"
"4169","WalkingUpstairs"
"4170","WalkingUpstairs"
"4171","WalkingUpstairs"
"4172","WalkingUpstairs"
"4173","WalkingUpstairs"
"4174","WalkingUpstairs"
"4175","WalkingUpstairs"
"4176","WalkingUpstairs"
"4177","Standing"
"4178","Standing"
"4179","Standing"
"4180","Standing"
"4181","Standing"
"4182","Standing"
"4183","Standing"
"4184","Standing"
"4185","Standing"
"4186","Standing"
"4187","Standing"
"4188","Standing"
"4189","Standing"
"4190","Standing"
"4191","Standing"
"4192","Standing"
"4193","Standing"
"4194","Standing"
"4195","Standing"
"4196","Standing"
"4197","Standing"
"4198","Standing"
"4199","Standing"
"4200","Standing"
"4201","Standing"
"4202","Standing"
"4203","Standing"
"4204","Standing"
"4205","Standing"
"4206","Standing"
"4207","Standing"
"4208","Standing"
"4209","Standing"
"4210","Standing"
"4211","Standing"
"4212","Standing"
"4213","Standing"
"4214","Standing"
"4215","Standing"
"4216","Standing"
"4217","Standing"
"4218","Standing"
"4219","Standing"
"4220","Standing"
"4221","Sitting"
"4222","Sitting"
"4223","Sitting"
"4224","Sitting"
"4225","Sitting"
"4226","Sitting"
"4227","Sitting"
"4228","Sitting"
"4229","Sitting"
"4230","Sitting"
"4231","Sitting"
"4232","Sitting"
"4233","Sitting"
"4234","Sitting"
"4235","Sitting"
"4236","Sitting"
"4237","Sitting"
"4238","Sitting"
"4239","Sitting"
"4240","Sitting"
"4241","Sitting"
"4242","Sitting"
"4243","Sitting"
"4244","Sitting"
"4245","Sitting"
"4246","Sitting"
"4247","Sitting"
"4248","Sitting"
"4249","Sitting"
"4250","Sitting"
"4251","Sitting"
"4252","Sitting"
"4253","Sitting"
"4254","Sitting"
"4255","Sitting"
"4256","Sitting"
"4257","Sitting"
"4258","Sitting"
"4259","Laying"
"4260","Laying"
"4261","Laying"
"4262","Laying"
"4263","Laying"
"4264","Laying"
"4265","Laying"
"4266","Laying"
"4267","Laying"
"4268","Laying"
"4269","Laying"
"4270","Laying"
"4271","Laying"
"4272","Laying"
"4273","Laying"
"4274","Laying"
"4275","Laying"
"4276","Laying"
"4277","Laying"
"4278","Laying"
"4279","Laying"
"4280","Laying"
"4281","Laying"
"4282","Laying"
"4283","Laying"
"4284","Laying"
"4285","Laying"
"4286","Laying"
"4287","Laying"
"4288","Laying"
"4289","Laying"
"4290","Laying"
"4291","Laying"
"4292","Laying"
"4293","Laying"
"4294","Laying"
"4295","Laying"
"4296","Laying"
"4297","Laying"
"4298","Laying"
"4299","Laying"
"4300","Laying"
"4301","Laying"
"4302","Laying"
"4303","Laying"
"4304","Laying"
"4305","Walking"
"4306","Walking"
"4307","Walking"
"4308","Walking"
"4309","Walking"
"4310","Walking"
"4311","Walking"
"4312","Walking"
"4313","Walking"
"4314","Walking"
"4315","Walking"
"4316","Walking"
"4317","Walking"
"4318","Walking"
"4319","Walking"
"4320","Walking"
"4321","Walking"
"4322","Walking"
"4323","Walking"
"4324","Walking"
"4325","Walking"
"4326","Walking"
"4327","Walking"
"4328","Walking"
"4329","Walking"
"4330","WalkingDownstairs"
"4331","WalkingDownstairs"
"4332","WalkingDownstairs"
"4333","WalkingDownstairs"
"4334","WalkingDownstairs"
"4335","WalkingDownstairs"
"4336","WalkingDownstairs"
"4337","WalkingDownstairs"
"4338","WalkingDownstairs"
"4339","WalkingDownstairs"
"4340","WalkingDownstairs"
"4341","WalkingDownstairs"
"4342","WalkingDownstairs"
"4343","WalkingDownstairs"
"4344","WalkingDownstairs"
"4345","WalkingUpstairs"
"4346","WalkingUpstairs"
"4347","WalkingUpstairs"
"4348","WalkingUpstairs"
"4349","WalkingUpstairs"
"4350","WalkingUpstairs"
"4351","WalkingUpstairs"
"4352","WalkingUpstairs"
"4353","WalkingUpstairs"
"4354","WalkingUpstairs"
"4355","WalkingUpstairs"
"4356","WalkingUpstairs"
"4357","WalkingUpstairs"
"4358","WalkingUpstairs"
"4359","WalkingUpstairs"
"4360","WalkingDownstairs"
"4361","WalkingDownstairs"
"4362","WalkingDownstairs"
"4363","WalkingDownstairs"
"4364","WalkingDownstairs"
"4365","WalkingDownstairs"
"4366","WalkingDownstairs"
"4367","WalkingUpstairs"
"4368","WalkingUpstairs"
"4369","WalkingUpstairs"
"4370","WalkingUpstairs"
"4371","WalkingUpstairs"
"4372","WalkingUpstairs"
"4373","WalkingUpstairs"
"4374","Standing"
"4375","Standing"
"4376","Standing"
"4377","Standing"
"4378","Standing"
"4379","Standing"
"4380","Standing"
"4381","Standing"
"4382","Standing"
"4383","Standing"
"4384","Standing"
"4385","Standing"
"4386","Standing"
"4387","Standing"
"4388","Standing"
"4389","Standing"
"4390","Standing"
"4391","Standing"
"4392","Standing"
"4393","Standing"
"4394","Standing"
"4395","Standing"
"4396","Standing"
"4397","Standing"
"4398","Standing"
"4399","Standing"
"4400","Standing"
"4401","Standing"
"4402","Standing"
"4403","Standing"
"4404","Sitting"
"4405","Sitting"
"4406","Sitting"
"4407","Sitting"
"4408","Sitting"
"4409","Sitting"
"4410","Sitting"
"4411","Sitting"
"4412","Sitting"
"4413","Sitting"
"4414","Sitting"
"4415","Sitting"
"4416","Sitting"
"4417","Sitting"
"4418","Sitting"
"4419","Sitting"
"4420","Sitting"
"4421","Sitting"
"4422","Sitting"
"4423","Sitting"
"4424","Sitting"
"4425","Sitting"
"4426","Sitting"
"4427","Sitting"
"4428","Sitting"
"4429","Sitting"
"4430","Sitting"
"4431","Sitting"
"4432","Sitting"
"4433","Sitting"
"4434","Sitting"
"4435","Sitting"
"4436","Laying"
"4437","Laying"
"4438","Laying"
"4439","Laying"
"4440","Laying"
"4441","Laying"
"4442","Laying"
"4443","Laying"
"4444","Laying"
"4445","Laying"
"4446","Laying"
"4447","Laying"
"4448","Laying"
"4449","Laying"
"4450","Laying"
"4451","Laying"
"4452","Laying"
"4453","Laying"
"4454","Laying"
"4455","Laying"
"4456","Laying"
"4457","Laying"
"4458","Laying"
"4459","Laying"
"4460","Laying"
"4461","Laying"
"4462","Laying"
"4463","Laying"
"4464","Laying"
"4465","Laying"
"4466","Laying"
"4467","Laying"
"4468","Laying"
"4469","Laying"
"4470","Laying"
"4471","Laying"
"4472","Laying"
"4473","Walking"
"4474","Walking"
"4475","Walking"
"4476","Walking"
"4477","Walking"
"4478","Walking"
"4479","Walking"
"4480","Walking"
"4481","Walking"
"4482","Walking"
"4483","Walking"
"4484","Walking"
"4485","Walking"
"4486","Walking"
"4487","Walking"
"4488","Walking"
"4489","Walking"
"4490","Walking"
"4491","Walking"
"4492","Walking"
"4493","Walking"
"4494","Walking"
"4495","Walking"
"4496","WalkingDownstairs"
"4497","WalkingDownstairs"
"4498","WalkingDownstairs"
"4499","WalkingDownstairs"
"4500","WalkingDownstairs"
"4501","WalkingDownstairs"
"4502","WalkingDownstairs"
"4503","WalkingDownstairs"
"4504","WalkingDownstairs"
"4505","WalkingDownstairs"
"4506","WalkingDownstairs"
"4507","WalkingDownstairs"
"4508","WalkingUpstairs"
"4509","WalkingUpstairs"
"4510","WalkingUpstairs"
"4511","WalkingUpstairs"
"4512","WalkingUpstairs"
"4513","WalkingUpstairs"
"4514","WalkingUpstairs"
"4515","WalkingUpstairs"
"4516","WalkingUpstairs"
"4517","WalkingUpstairs"
"4518","WalkingUpstairs"
"4519","WalkingUpstairs"
"4520","WalkingUpstairs"
"4521","WalkingUpstairs"
"4522","WalkingDownstairs"
"4523","WalkingDownstairs"
"4524","WalkingDownstairs"
"4525","WalkingDownstairs"
"4526","WalkingDownstairs"
"4527","WalkingDownstairs"
"4528","WalkingUpstairs"
"4529","WalkingUpstairs"
"4530","WalkingUpstairs"
"4531","WalkingUpstairs"
"4532","WalkingUpstairs"
"4533","WalkingUpstairs"
"4534","WalkingUpstairs"
"4535","Standing"
"4536","Standing"
"4537","Standing"
"4538","Standing"
"4539","Standing"
"4540","Standing"
"4541","Standing"
"4542","Standing"
"4543","Standing"
"4544","Standing"
"4545","Standing"
"4546","Standing"
"4547","Standing"
"4548","Standing"
"4549","Standing"
"4550","Standing"
"4551","Standing"
"4552","Standing"
"4553","Standing"
"4554","Standing"
"4555","Standing"
"4556","Standing"
"4557","Standing"
"4558","Standing"
"4559","Standing"
"4560","Standing"
"4561","Standing"
"4562","Standing"
"4563","Standing"
"4564","Standing"
"4565","Standing"
"4566","Standing"
"4567","Standing"
"4568","Sitting"
"4569","Sitting"
"4570","Sitting"
"4571","Sitting"
"4572","Sitting"
"4573","Sitting"
"4574","Sitting"
"4575","Sitting"
"4576","Sitting"
"4577","Sitting"
"4578","Sitting"
"4579","Sitting"
"4580","Sitting"
"4581","Sitting"
"4582","Sitting"
"4583","Sitting"
"4584","Sitting"
"4585","Sitting"
"4586","Sitting"
"4587","Sitting"
"4588","Sitting"
"4589","Sitting"
"4590","Sitting"
"4591","Sitting"
"4592","Sitting"
"4593","Sitting"
"4594","Sitting"
"4595","Sitting"
"4596","Sitting"
"4597","Sitting"
"4598","Laying"
"4599","Laying"
"4600","Laying"
"4601","Laying"
"4602","Laying"
"4603","Laying"
"4604","Laying"
"4605","Laying"
"4606","Laying"
"4607","Laying"
"4608","Laying"
"4609","Laying"
"4610","Laying"
"4611","Laying"
"4612","Laying"
"4613","Laying"
"4614","Laying"
"4615","Laying"
"4616","Laying"
"4617","Laying"
"4618","Laying"
"4619","Laying"
"4620","Laying"
"4621","Laying"
"4622","Laying"
"4623","Laying"
"4624","Laying"
"4625","Laying"
"4626","Laying"
"4627","Laying"
"4628","Laying"
"4629","Laying"
"4630","Laying"
"4631","Laying"
"4632","Laying"
"4633","Walking"
"4634","Walking"
"4635","Walking"
"4636","Walking"
"4637","Walking"
"4638","Walking"
"4639","Walking"
"4640","Walking"
"4641","Walking"
"4642","Walking"
"4643","Walking"
"4644","Walking"
"4645","Walking"
"4646","Walking"
"4647","Walking"
"4648","Walking"
"4649","Walking"
"4650","Walking"
"4651","Walking"
"4652","Walking"
"4653","Walking"
"4654","Walking"
"4655","Walking"
"4656","WalkingDownstairs"
"4657","WalkingDownstairs"
"4658","WalkingDownstairs"
"4659","WalkingDownstairs"
"4660","WalkingDownstairs"
"4661","WalkingDownstairs"
"4662","WalkingDownstairs"
"4663","WalkingDownstairs"
"4664","WalkingDownstairs"
"4665","WalkingDownstairs"
"4666","WalkingDownstairs"
"4667","WalkingDownstairs"
"4668","WalkingDownstairs"
"4669","WalkingDownstairs"
"4670","WalkingDownstairs"
"4671","WalkingDownstairs"
"4672","WalkingDownstairs"
"4673","WalkingDownstairs"
"4674","WalkingUpstairs"
"4675","WalkingUpstairs"
"4676","WalkingUpstairs"
"4677","WalkingUpstairs"
"4678","WalkingUpstairs"
"4679","WalkingUpstairs"
"4680","WalkingUpstairs"
"4681","WalkingUpstairs"
"4682","WalkingUpstairs"
"4683","WalkingUpstairs"
"4684","WalkingUpstairs"
"4685","WalkingUpstairs"
"4686","WalkingUpstairs"
"4687","WalkingUpstairs"
"4688","WalkingUpstairs"
"4689","WalkingUpstairs"
"4690","WalkingUpstairs"
"4691","WalkingUpstairs"
"4692","WalkingUpstairs"
"4693","WalkingUpstairs"
"4694","WalkingUpstairs"
"4695","Standing"
"4696","Standing"
"4697","Standing"
"4698","Standing"
"4699","Standing"
"4700","Standing"
"4701","Standing"
"4702","Standing"
"4703","Standing"
"4704","Standing"
"4705","Standing"
"4706","Standing"
"4707","Standing"
"4708","Standing"
"4709","Standing"
"4710","Standing"
"4711","Standing"
"4712","Standing"
"4713","Standing"
"4714","Standing"
"4715","Standing"
"4716","Standing"
"4717","Standing"
"4718","Standing"
"4719","Standing"
"4720","Standing"
"4721","Standing"
"4722","Standing"
"4723","Standing"
"4724","Standing"
"4725","Standing"
"4726","Standing"
"4727","Standing"
"4728","Sitting"
"4729","Sitting"
"4730","Sitting"
"4731","Sitting"
"4732","Sitting"
"4733","Sitting"
"4734","Sitting"
"4735","Sitting"
"4736","Sitting"
"4737","Sitting"
"4738","Sitting"
"4739","Sitting"
"4740","Sitting"
"4741","Sitting"
"4742","Sitting"
"4743","Sitting"
"4744","Sitting"
"4745","Sitting"
"4746","Sitting"
"4747","Sitting"
"4748","Sitting"
"4749","Sitting"
"4750","Sitting"
"4751","Sitting"
"4752","Sitting"
"4753","Sitting"
"4754","Sitting"
"4755","Sitting"
"4756","Sitting"
"4757","Sitting"
"4758","Sitting"
"4759","Sitting"
"4760","Sitting"
"4761","Sitting"
"4762","Sitting"
"4763","Sitting"
"4764","Sitting"
"4765","Sitting"
"4766","Laying"
"4767","Laying"
"4768","Laying"
"4769","Laying"
"4770","Laying"
"4771","Laying"
"4772","Laying"
"4773","Laying"
"4774","Laying"
"4775","Laying"
"4776","Laying"
"4777","Laying"
"4778","Laying"
"4779","Laying"
"4780","Laying"
"4781","Laying"
"4782","Laying"
"4783","Laying"
"4784","Laying"
"4785","Laying"
"4786","Laying"
"4787","Laying"
"4788","Laying"
"4789","Laying"
"4790","Laying"
"4791","Laying"
"4792","Laying"
"4793","Laying"
"4794","Laying"
"4795","Laying"
"4796","Laying"
"4797","Laying"
"4798","Laying"
"4799","Walking"
"4800","Walking"
"4801","Walking"
"4802","Walking"
"4803","Walking"
"4804","Walking"
"4805","Walking"
"4806","Walking"
"4807","Walking"
"4808","Walking"
"4809","Walking"
"4810","Walking"
"4811","Walking"
"4812","Walking"
"4813","Walking"
"4814","Walking"
"4815","Walking"
"4816","Walking"
"4817","Walking"
"4818","Walking"
"4819","Walking"
"4820","Walking"
"4821","Walking"
"4822","Walking"
"4823","Walking"
"4824","Walking"
"4825","Walking"
"4826","Walking"
"4827","Walking"
"4828","Walking"
"4829","WalkingDownstairs"
"4830","WalkingDownstairs"
"4831","WalkingDownstairs"
"4832","WalkingDownstairs"
"4833","WalkingDownstairs"
"4834","WalkingDownstairs"
"4835","WalkingDownstairs"
"4836","WalkingDownstairs"
"4837","WalkingDownstairs"
"4838","WalkingUpstairs"
"4839","WalkingUpstairs"
"4840","WalkingUpstairs"
"4841","WalkingUpstairs"
"4842","WalkingUpstairs"
"4843","WalkingUpstairs"
"4844","WalkingUpstairs"
"4845","WalkingUpstairs"
"4846","WalkingUpstairs"
"4847","WalkingDownstairs"
"4848","WalkingDownstairs"
"4849","WalkingDownstairs"
"4850","WalkingDownstairs"
"4851","WalkingDownstairs"
"4852","WalkingDownstairs"
"4853","WalkingDownstairs"
"4854","WalkingDownstairs"
"4855","WalkingDownstairs"
"4856","WalkingUpstairs"
"4857","WalkingUpstairs"
"4858","WalkingUpstairs"
"4859","WalkingUpstairs"
"4860","WalkingUpstairs"
"4861","WalkingUpstairs"
"4862","WalkingUpstairs"
"4863","WalkingUpstairs"
"4864","WalkingDownstairs"
"4865","WalkingDownstairs"
"4866","WalkingDownstairs"
"4867","WalkingDownstairs"
"4868","WalkingDownstairs"
"4869","WalkingDownstairs"
"4870","WalkingDownstairs"
"4871","WalkingDownstairs"
"4872","WalkingDownstairs"
"4873","WalkingUpstairs"
"4874","WalkingUpstairs"
"4875","WalkingUpstairs"
"4876","WalkingUpstairs"
"4877","WalkingUpstairs"
"4878","WalkingUpstairs"
"4879","WalkingUpstairs"
"4880","WalkingUpstairs"
"4881","Standing"
"4882","Standing"
"4883","Standing"
"4884","Standing"
"4885","Standing"
"4886","Standing"
"4887","Standing"
"4888","Standing"
"4889","Standing"
"4890","Standing"
"4891","Standing"
"4892","Standing"
"4893","Standing"
"4894","Standing"
"4895","Standing"
"4896","Standing"
"4897","Standing"
"4898","Standing"
"4899","Standing"
"4900","Standing"
"4901","Standing"
"4902","Standing"
"4903","Standing"
"4904","Standing"
"4905","Standing"
"4906","Standing"
"4907","Standing"
"4908","Standing"
"4909","Standing"
"4910","Standing"
"4911","Standing"
"4912","Standing"
"4913","Standing"
"4914","Standing"
"4915","Standing"
"4916","Sitting"
"4917","Sitting"
"4918","Sitting"
"4919","Sitting"
"4920","Sitting"
"4921","Sitting"
"4922","Sitting"
"4923","Sitting"
"4924","Sitting"
"4925","Sitting"
"4926","Sitting"
"4927","Sitting"
"4928","Sitting"
"4929","Sitting"
"4930","Sitting"
"4931","Sitting"
"4932","Sitting"
"4933","Sitting"
"4934","Sitting"
"4935","Sitting"
"4936","Sitting"
"4937","Sitting"
"4938","Sitting"
"4939","Sitting"
"4940","Sitting"
"4941","Sitting"
"4942","Sitting"
"4943","Sitting"
"4944","Sitting"
"4945","Sitting"
"4946","Laying"
"4947","Laying"
"4948","Laying"
"4949","Laying"
"4950","Laying"
"4951","Laying"
"4952","Laying"
"4953","Laying"
"4954","Laying"
"4955","Laying"
"4956","Laying"
"4957","Laying"
"4958","Laying"
"4959","Laying"
"4960","Laying"
"4961","Laying"
"4962","Laying"
"4963","Laying"
"4964","Laying"
"4965","Laying"
"4966","Laying"
"4967","Laying"
"4968","Laying"
"4969","Laying"
"4970","Laying"
"4971","Laying"
"4972","Laying"
"4973","Laying"
"4974","Laying"
"4975","Laying"
"4976","Laying"
"4977","Laying"
"4978","Laying"
"4979","Laying"
"4980","Laying"
"4981","Laying"
"4982","Laying"
"4983","Laying"
"4984","Laying"
"4985","Walking"
"4986","Walking"
"4987","Walking"
"4988","Walking"
"4989","Walking"
"4990","Walking"
"4991","Walking"
"4992","Walking"
"4993","Walking"
"4994","Walking"
"4995","Walking"
"4996","Walking"
"4997","Walking"
"4998","Walking"
"4999","Walking"
"5000","Walking"
"5001","Walking"
"5002","Walking"
"5003","Walking"
"5004","Walking"
"5005","Walking"
"5006","Walking"
"5007","Walking"
"5008","Walking"
"5009","Walking"
"5010","Walking"
"5011","Walking"
"5012","Walking"
"5013","Walking"
"5014","WalkingDownstairs"
"5015","WalkingDownstairs"
"5016","WalkingDownstairs"
"5017","WalkingDownstairs"
"5018","WalkingDownstairs"
"5019","WalkingDownstairs"
"5020","WalkingDownstairs"
"5021","WalkingDownstairs"
"5022","WalkingDownstairs"
"5023","WalkingDownstairs"
"5024","WalkingDownstairs"
"5025","WalkingDownstairs"
"5026","WalkingDownstairs"
"5027","WalkingDownstairs"
"5028","WalkingDownstairs"
"5029","WalkingDownstairs"
"5030","WalkingDownstairs"
"5031","WalkingDownstairs"
"5032","WalkingDownstairs"
"5033","WalkingDownstairs"
"5034","WalkingDownstairs"
"5035","WalkingDownstairs"
"5036","WalkingDownstairs"
"5037","WalkingDownstairs"
"5038","WalkingDownstairs"
"5039","WalkingDownstairs"
"5040","WalkingDownstairs"
"5041","WalkingUpstairs"
"5042","WalkingUpstairs"
"5043","WalkingUpstairs"
"5044","WalkingUpstairs"
"5045","WalkingUpstairs"
"5046","WalkingUpstairs"
"5047","WalkingUpstairs"
"5048","WalkingUpstairs"
"5049","WalkingUpstairs"
"5050","WalkingUpstairs"
"5051","WalkingUpstairs"
"5052","WalkingUpstairs"
"5053","WalkingUpstairs"
"5054","WalkingUpstairs"
"5055","WalkingUpstairs"
"5056","WalkingUpstairs"
"5057","WalkingUpstairs"
"5058","WalkingUpstairs"
"5059","WalkingUpstairs"
"5060","WalkingUpstairs"
"5061","WalkingUpstairs"
"5062","WalkingUpstairs"
"5063","WalkingUpstairs"
"5064","WalkingUpstairs"
"5065","WalkingUpstairs"
"5066","WalkingUpstairs"
"5067","Standing"
"5068","Standing"
"5069","Standing"
"5070","Standing"
"5071","Standing"
"5072","Standing"
"5073","Standing"
"5074","Standing"
"5075","Standing"
"5076","Standing"
"5077","Standing"
"5078","Standing"
"5079","Standing"
"5080","Standing"
"5081","Standing"
"5082","Standing"
"5083","Standing"
"5084","Standing"
"5085","Standing"
"5086","Standing"
"5087","Standing"
"5088","Standing"
"5089","Standing"
"5090","Standing"
"5091","Standing"
"5092","Standing"
"5093","Standing"
"5094","Standing"
"5095","Standing"
"5096","Standing"
"5097","Standing"
"5098","Standing"
"5099","Standing"
"5100","Standing"
"5101","Standing"
"5102","Standing"
"5103","Standing"
"5104","Sitting"
"5105","Sitting"
"5106","Sitting"
"5107","Sitting"
"5108","Sitting"
"5109","Sitting"
"5110","Sitting"
"5111","Sitting"
"5112","Sitting"
"5113","Sitting"
"5114","Sitting"
"5115","Sitting"
"5116","Sitting"
"5117","Sitting"
"5118","Sitting"
"5119","Sitting"
"5120","Sitting"
"5121","Sitting"
"5122","Sitting"
"5123","Sitting"
"5124","Sitting"
"5125","Sitting"
"5126","Sitting"
"5127","Sitting"
"5128","Sitting"
"5129","Sitting"
"5130","Sitting"
"5131","Sitting"
"5132","Sitting"
"5133","Sitting"
"5134","Sitting"
"5135","Sitting"
"5136","Sitting"
"5137","Sitting"
"5138","Laying"
"5139","Laying"
"5140","Laying"
"5141","Laying"
"5142","Laying"
"5143","Laying"
"5144","Laying"
"5145","Laying"
"5146","Laying"
"5147","Laying"
"5148","Laying"
"5149","Laying"
"5150","Laying"
"5151","Laying"
"5152","Laying"
"5153","Laying"
"5154","Laying"
"5155","Laying"
"5156","Laying"
"5157","Laying"
"5158","Laying"
"5159","Laying"
"5160","Laying"
"5161","Laying"
"5162","Laying"
"5163","Laying"
"5164","Laying"
"5165","Laying"
"5166","Laying"
"5167","Laying"
"5168","Laying"
"5169","Laying"
"5170","Laying"
"5171","Walking"
"5172","Walking"
"5173","Walking"
"5174","Walking"
"5175","Walking"
"5176","Walking"
"5177","Walking"
"5178","Walking"
"5179","Walking"
"5180","Walking"
"5181","Walking"
"5182","Walking"
"5183","Walking"
"5184","Walking"
"5185","Walking"
"5186","Walking"
"5187","Walking"
"5188","Walking"
"5189","Walking"
"5190","Walking"
"5191","Walking"
"5192","Walking"
"5193","Walking"
"5194","Walking"
"5195","Walking"
"5196","Walking"
"5197","Walking"
"5198","Walking"
"5199","Walking"
"5200","Walking"
"5201","Walking"
"5202","Walking"
"5203","Walking"
"5204","Walking"
"5205","Walking"
"5206","Walking"
"5207","WalkingDownstairs"
"5208","WalkingDownstairs"
"5209","WalkingDownstairs"
"5210","WalkingDownstairs"
"5211","WalkingDownstairs"
"5212","WalkingDownstairs"
"5213","WalkingDownstairs"
"5214","WalkingDownstairs"
"5215","WalkingDownstairs"
"5216","WalkingDownstairs"
"5217","WalkingDownstairs"
"5218","WalkingDownstairs"
"5219","WalkingDownstairs"
"5220","WalkingDownstairs"
"5221","WalkingDownstairs"
"5222","WalkingDownstairs"
"5223","WalkingDownstairs"
"5224","WalkingDownstairs"
"5225","WalkingDownstairs"
"5226","WalkingDownstairs"
"5227","WalkingDownstairs"
"5228","WalkingDownstairs"
"5229","WalkingDownstairs"
"5230","WalkingDownstairs"
"5231","WalkingDownstairs"
"5232","WalkingDownstairs"
"5233","WalkingDownstairs"
"5234","WalkingDownstairs"
"5235","WalkingDownstairs"
"5236","WalkingDownstairs"
"5237","WalkingUpstairs"
"5238","WalkingUpstairs"
"5239","WalkingUpstairs"
"5240","WalkingUpstairs"
"5241","WalkingUpstairs"
"5242","WalkingUpstairs"
"5243","WalkingUpstairs"
"5244","WalkingUpstairs"
"5245","WalkingUpstairs"
"5246","WalkingUpstairs"
"5247","WalkingUpstairs"
"5248","WalkingUpstairs"
"5249","WalkingUpstairs"
"5250","WalkingUpstairs"
"5251","WalkingUpstairs"
